personLabel	aliasLabel
Rudi Daems	
Gleason Belzile	
Milivoje Petrović Blaznavac	
Virgile Moine	
Yaakov Turner	
Joseph Warren	Dr. Joseph Warren
Joseph Warren	Dr Joseph Warren
Joseph Warren	Dr Warren
Joseph Warren	Dr. Warren
Rodrigo Jiménez de Rada	Rodrigo Ximénez de Rada
Song Ping	Song Yanping
Michel Durafour	Michel Andre Francois Durafour
Mihály Korom	Mihaly Korom
Paul Dupont	Paul-François Dupont
Jimmy Duncan	John Duncan Jr.
Jimmy Duncan	John J. Duncan
Jimmy Duncan	John J. Duncan Jr.
Jimmy Duncan	John James Duncan Jr.
Jimmy Duncan	Rep John Duncan Jr.
Halvard Lange	Halvard Manthey Lange
Ari Trausti Guðmundsson	Ari Trausti Gudmundsson
Albert Takács	Albert Takacs
Hans Filbinger	Hans Karl Filbinger
Francis Rawdon-Hastings, 1st Marquess of Hastings	Francis Rawdon-Hastings
Francis Rawdon-Hastings, 1st Marquess of Hastings	Francis Rawdon-Hastings, Earl of Moira
Francis Rawdon-Hastings, 1st Marquess of Hastings	Francis Rawdon-Hastings, Marquis of Hastings
Francis Rawdon-Hastings, 1st Marquess of Hastings	Francis Rawdon, 1st Marquis Hastings
Dragoș, Voivode of Moldavia	Dragoș Vodă
Anton Kampschulte	
Dariush Homayoon	
Ed Groot	
Vladimir Gutsaev	
Theo-Ben Gurirab	
Lucius Nonius Asprenas	
Duke Eugen of Württemberg	
Anton Ivanov	
Patrick Hogan	
Vytautas Petkevičius	
Alexander Trepov	Aleksandr Fyodorovich Trepov
Alexander Trepov	Alexander Fyodorovich Trepov
Alexander Trepov	Alexander Fyodorovitch Trepov
Anna Mayr	
Ion Roată	
Arndt Klocke	
Arndt Steinbach	
John of Rokycan	
Péter Hunčík	
Hua Luogeng	Hua Loo-Keng
Alfonso of Hauteville	Alfonso di Sicilia, Principe di Capua
Hipólito Mejía	Hipolito Mejia
Victor Augagneur	Jean-Victor Augagneur
Nick Hurd	Hon. Nicholas Richard Hurd
Nick Hurd	Nicholas Richard Hurd
Arne Carlson	Arne Helge Carlson
Charles Bretagne Marie de La Trémoille	Charles Bretagne Marie de La Tremoille
Aleardo Aleardi	
Nizar Baraka	
Anton Gmelch	
Abdul Rahman Haji Ahmadi	
Apel Vitzthum der Ältere zu Roßla	
Caelius Vibenna	
Dragoș, Voivode of Moldavia	Dragoș
Harry Lane Englebright	
Aldo Finzi	
Dragoș, Voivode of Moldavia	Dragoș I
Dragoș, Voivode of Moldavia	Dragoș the Founder
Dragoș, Voivode of Moldavia	Dragoş Vodă, domn al Moldovei
Dragoș, Voivode of Moldavia	Dragoş, domn al Moldovei
Dragoș, Voivode of Moldavia	Dragoș, Voivode of Maramureș
Anton Heinzl	
Antoni Gliszczyński	
Ioan Dragoș	
John Giheno	
Arndt Rauchalles	
Anton Hausmann	
Anton Jussel	
Makonnen Endelkachew	
Ödön Mikecz	
Akis Tsochatzopoulos	
Arne Börnsen	
Anton Heinrich Emil von Oven	
Anton Jatsch	
Arnaud de Corbie	
Friedrich Egon von Fürstenberg	
R. James Harvey	James Harvey
Carlo Schmid	Carlo Schmid-Sutter
Anton Jaumann	
Anton Kecht	
Beatrice of Portugal, Duchess of Savoy	Infanta Beatrice of Portugal
Peter P. Mahoney	Peter Paul Mahoney
Daniel Kawczynski	Daniel Robert Kawczynski
Diego Felipez de Guzmán, 1st Marquis of Leganés	Diego Felipe Guzman, Marques de Leganes
Diego Felipez de Guzmán, 1st Marquis of Leganés	Marquess of Leganés
Józef Laskowski	Jozef Laskowski
Michael Chan, Baron Chan	Professor Michael Chew Koon Chan, Baron Chan
James Woodson Bates	J. W. Bates
Ferenc Esterházy	Ferenc Esterhazy de Galantha
Ferenc Esterházy	Ferenc Esterházy de Galántha
Ferenc Esterházy	Ferenc, Graf Esterházy de Galántha
Anton Jax	
Cyrus Cline	
Marcus Aquila Julianus	
Arne Schimmer	
Marcus Pedo Vergilianus	
Jiří Havel	Jiri Havel
V. A. Urechia	Vasile Alexandrescu Popovici-Ureche
V. A. Urechia	Vasile Alexandrescu Ureche
V. A. Urechia	Vasile Alexandrescu Urechea
V. A. Urechia	Vasile Alexandrescu Urechia
V. A. Urechia	Vasile Alexandrescu Urechiă
V. A. Urechia	Vasile Urechea-Alexandrescu
Joseph Edmond Lesage	Joseph-Edmond Mesage
Salahuddin of Selangor	Salahuddin Abdul Aziz Shah of Selangor
Salahuddin of Selangor	Sultan Salahuddin Abdul Aziz Shah Al-Haj ibni Almarhum Sultan Hisamuddin Alam Shah Al-Haj
Turhan Sultan	Turhan BaşHaseki Sultan
Turhan Sultan	Turhan Hatice Sultan
Paul I, Prince Esterházy	Pál, 1.Fürst Esterházy de Galántha
William Edward Forster	Rt. Hon. William Edward Forster
William Edward Forster	W. E. Forster
Francisco Gómez de Sandoval, 1st Duke of Lerma	Don Francisco de Sandoval Rojas y de Borja, 1.Duque de Lerma
Francisco Gómez de Sandoval, 1st Duke of Lerma	Francisco de Sandoval y Rojas, Duque de Lerma
Vojislav Brajović	Voja Brajović
Louis Charles Delescluze	Charles Delescluze
Anton Hunkeler	
Arne Fuhrmann	
Arne Treholt	
Ibrahim Aghlab	
Hubert Walter	
Juan Rodríguez Fonseca	Juan Rodriguez de Fonseca
V. A. Urechia	Vasile Alexandrescu
Alexander Aitken	A. C. Aitken
Alexander Aitken	Alexander Craig Aitken
Robert Roosevelt	Robert Barnhill Roosevelt
Robert Roosevelt	Robert Barnwell Roosevelt
Anton Hueber	
V. A. Urechia	Vasile Popovici
Michael Körner	Michael Koerner
Muscoe Russell Hunter Garnett	
Anton Karg	
Flavius Afranius Syagrius	
Lucius Fabius Justus	
Servius Cornelius Dolabella Petronianus	
Joseph Ritner	
Carlos Roberto Flores	Carlos Roberto Flores Facussé
Anton Karl	
Antonio Casertano	
Petronius Probianus	
Hyppolite Ramaroson	Hippolite Rarison Ramaroson
Peter Raabe	Peter Raab
Anton Hüttmayr	
Tiberius Plautius Silvanus Aelianus	
John Taylor	John Vernon Taylor
Anton Hilbert	
Anton Höfle	
Anton Hye von Glunek	
Ferenc Esterházy	Ferenc Esterhazy
Mario Bachand	
Karl Rebane	
Toomas Tõniste	
Allan Kemakeza	
Attila Czene	
Luigi Pareyson	
Yūji Kuroiwa	Yuji Kuroiwa
Yūji Kuroiwa	Yuuji Kuroiwa
Pak Je-ga	Che-ga Pak
Pak Je-ga	Pak Che-ga
William Orlando Butler	William Butler
Howell Edmunds Jackson	Howell Jackson
Vladimir Dekanozov	Vladimir Georgievich Dekanozov
Tommaso Villa	
Apostol Arsache	
Dirk Jan de Geer	D.J. de Geer
Johann Maria Philipp Frimont	Johann Maria Frimont
Robert Carswell, Baron Carswell	Robert Douglas Carswell, Baron Carswell
Felipe Calderón	Felipe G. Calderon
Felipe Calderón	Felipe Calderon
Felipe Calderón	Felipe Calderon y Roca
Felipe Calderón	Felipe Calderón y Roca
Felipe Calderón	Felipe G. Calderón
Gotō Shinpei	Goto Shinpei
Gotō Shinpei	Gotou Shinpei
Kuki Ryūichi	Kuki Ryuichi
Kuki Ryūichi	Kuki Ryuuichi
Kuki Ryūichi	Ryuichi Kuki
Kuki Ryūichi	Ryūichi Kuki
Guido Podestà	Guido Podesta
Henric Benzelius	Henrik Benzelius
Jacob Bruce	Count Jacob
Jacob Bruce	I︠A︡. V. Bri︠u︡s
Jacob Bruce	I︠A︡kov Vilimovich
Jacob Bruce	Jacob Daniel Bruce
Jacob Bruce	Jákov Vílimovič Brjus
Jacob Bruce	Yakov Villimovich Bryus
Juli Minoves Triquell	Juli Minoves i Triquell
Stanislav Redens	Stanislav Frantsevich Redens
Ashraf Hotaki	
João Semedo	
Walter Hauser	
Anna Müller	
Edwin Walker	Edwin Anderson Walker
Emilio Q. Daddario	Emilio Daddario
Emilio Q. Daddario	Emilio Quincy Daddario
Aleksandr Tkachyov	Aleksandr Vasilyevich Tkachyov
Jérémie-Louis Décarie	Jeremie-Louis Decarie
Eugène Durocher	Eugene Durocher
Petar Tanchev	Petar Tanchev Zhelev
Petar Tanchev	Peter Tanchev Zhelev
Petar Tanchev	Petur Tanchev
Károly Bartha	Karoly Bartha
William Becknell	
Ivan Petrunkevitj	
Roman Albreht	
Imre Allaga	
Alexandre Gendebien	
Aris Velouchiotis	
Dirk Jan de Geer	D. J. de Geer
Yao Yilin	
Li Desheng	
Rimantas Dagys	Rimantas Jonas Dagys
Mikhail Frinovsky	Mikhail Petrovich Frinovsky
Decimus Velius Rufus	Decimus Velius Rufus Iulianus
Jakup Krasniqi	
Sam Bith	
Ruedi Noser	
Salomon Tandeng Muna	
Miguel Ángel Rodríguez Echeverría	Miguel Angel Rodriguez Echeverria
Miguel Ángel Rodríguez Echeverría	Miguel Rodríguez Echeverría
François de Casembroot	Frans Frederik de Casembroot
Anna Nemitz	Anna Voigt
Anna Pröll	
Ntare I Kivimira Savuyimba Semunganzashamba Rushatsi Cambarantama	
Knut Alvsson	
Philibert Borie	
Anna Mönikes	
Dámaso Berenguer, 1st Count of Xauen	
Mihail Lascăr	
Rafael Moya Murillo	
Czesław Małkowski	
Eustace Roskill, Baron Roskill	
Fritz Schiesser	
Ivo Bischofberger	
Károly Bartha	Vitez Karoly Bartha de Dalnokfalva
Károly Bartha	Vitéz Károly Bartha de Dálnokfalva
Anna Neuhof	
Ladislao Cabrera	
Hachisuka Mochiaki	
Rudolf Duala Manga Bell	
Anna Schlüter	
Aleksander Skorupa	
Roxana Baldetti	
Alexander Mach	
Sin Byeong-hyeon	
Michèle Flournoy	Michèle A. Flournoy
Michèle Flournoy	Michèle Angélique Flournoy
Michèle Flournoy	Michele Flournoy
César Maria de Serpa Rosa	Cesar Maria de Serpa Rosa
Jan Willem de Pous	Jan de Pous
Anton Julius Busmann Sr.	Anton Julius Bussmann
Park Yeol	Bak Yeol
Park Yeol	Pak Jun-sik
Park Yeol	Pak Yol
Kázmér Batthyány	Kazmer Batthyany
Anna Oventrop	
Erastus Root	
Peter Georg Bang	
Kim Jae-gyu	
Konrad Grünenberg	
Gabriel Betancourt Mejía	Gabriel Betancourt Mejia
Prince Yeongchang	Grand Prince Yeongchang
Harry A. Hanbury	Harry Alfred Hanbury
Anton Julius Busmann Jr.	Anton Julius Bussmann
Alexander Tarasov	Aleksandr Nikolayevich Tarasov
Alexander Tarasov	Alexander Nikolaevich Tarasov
András Benkei	Andras Benkei
Kost Levytsky	Kostyantyn Levytskyi
Félix de Beaujour	Felix de Beaujour
Félix de Beaujour	Louis-Auguste Félix de Beaujour
Félix de Beaujour	Louis-Auguste Félix, baron de Beaujour
Félix de Beaujour	Louis-Auguste Néris
Joseph Jacotot	Jean-Joseph
Molon	
João Viegas Carrascalão	
Anton Kaufmann	
Anton Lang	
Anton Lehemeir	
Susanna Camusso	
Vladimir Klimov	
Anton Julius Busmann Jr.	Anton Julius Busmann
Kadré Désiré Ouedraogo	Kadre Desire Ouedraogo
Kadré Désiré Ouedraogo	Kadré Désiré Ouédraogo
Kadré Désiré Ouedraogo	KDO
Pavel Kolobkov	Pavel Anatolyevich Kolobkov
Pál Almásy	Pal Almasy
Pál Almásy	Paul Almasy
Pál Almásy	Paul Almásy von Zsadány und Török-Szent-Miklós
Pál Almásy	Paul von Almásy
Yegor Kholmogorov	Yegor Stanislavovich Kholmogorov
Stephen Lewis	Stephen Henry Lewis
Anton Josef Recking	
Anton Kimml	
Ahn Sang-soo	
Avraham Duvdevani	
Arno Chwatal	
Baldomero Aguinaldo	Baldomero Aguinaldo y Baloy
Chung In-hong	Jeong In-hong
Joseph Jacotot	Jean Joseph Jacotot
Kim Yuk	Baekhu
Yun Il-sun	Yun Il-seon
Rob Gibson	Robert McKay Gibson
Anton Klein	
Janice Sherry	Janice Ann Sherry
Mervyn Stockwood	Arthur Mervyn Stockwood
Lyman Hall	
Ralph T. O'Neal	Ralph O’Neal
Ralph T. O'Neal	Ralph Telford O’Neal
Anton Kern	
Guido Carli	
Mongi Slim	
Anton Josef Schatz	
Arne Gericke	
Arnim Brux	
Abu al-Rabi Sulayman	Abu ar-Rabi Sulayman
Abu al-Rabi Sulayman	Abu l-Rabia
Abu al-Rabi Sulayman	Abu l'Rabi Sulayman
Prince Yeongchang	Yi Ui
Nikolay Anichkov	Nikolay Nikolayevich Anichkov
Signar á Brúnni	Signar a Brunni
Boris Bugayev	Boris Pavlovich Bugaev
Boris Bugayev	Boris Pavlovich Bugayev
Boris Bugayev	Bugaev, Boris Pavlovich
Alex Quaison-Sackey	
Anton Joseph Steinbusch	
Anton Zippe	
Jarvis Tyner	
Marcus Vipstanus Gallus	
Jens Weidmann	
Anna Therese Rawengel	
Dobroslav II	
Anton Jerzabek	
Anton Joos	
Anton Lanner	
Anton Knapp	
Anton Josef Beck	
Chung Chil-sung	
Lim Dong-won	
Sekinari Nii	
Nikos Beloyannis	
Arno Gottschalk	
Kost Levytsky	Kostiantyn Antonovych Levytskyi
Kost Levytsky	Kostiantyn Levytskyi
Arno Fischer	
Arno Kriegsheim	
Arno Manthey	
Paul Rivet	
Arno Münster	
Arno Gasteiger	
Arno Köhler	
Arno Kosmata	
Arno Kuhn	
Hermann Arno Leithold	
Einar Førde	
Luis Padilla Nervo	
Anton Krzikalla	
Anton Kurze	
Anton Leikam	
Arno Roßberg	
Ri Sung-yop	Ri Seung-yeop
Ri Sung-yop	Yi Sung-yop
William Penn	Sir William Penn
George Ross	George Ross Jr
Edward Oliver LeBlanc	Edward Oliver Le Blanc
Said, Sultan of Granada	’Abū Nasr Sa‘ad, Sultan of Granada
Israel F. Fischer	Israel Frederick Fischer
Anton Krettner	
Dulmatin	
Francisco Assis	
Aleksey Shcherbatov	Aleksei Scherbatov
Aleksey Shcherbatov	Aleksey Grigoryevich Shcherbatov
Aleksey Shcherbatov	Aleksey Scherbatov
Aleksey Shcherbatov	Alexei Grigorievich Scherbatov
Aleksey Shcherbatov	Prince Aleksei Grigorievich Scherbatov
Anna Reitler	Anna Schnitzler
Choi Myung-kil	Choe Myeong-gil
Félix María Zuloaga	Felix Maria Zuloaga
Félix María Zuloaga	Felix Maria Zuloaga Trillo
Félix María Zuloaga	Félix María Zuloaga Trillo
Chang Dae-hwan	Chang Dae-whan
Chang Dae-hwan	Chang Dae-Whan
Shin Kuhn	
Benjamin Rush	
Arno Rademacher	
James Kennedy	
Anton Kohl	
Anton Kerschbaumer	
Ismail I, Sultan of Granada	Ismail I, 5.Emir of Granada 1314-1325
Joe McGuire	Joseph Blair McGuire
Jouko Skinnari	Jouko Juhani Skinnari
Anna Pöpperl	
Anna Schlosser-Keichel	
Anton Kreissl	
Adel al-Jubeir	Adel bin Ahmed Al Jubeir
Adel al-Jubeir	Adel bin Ahmed Al-Jubeir
Adel al-Jubeir	Adel Bin Ahmed Al-Jubeir
Arno Schmidt	
Sergio Panunzio	
Yi Yun-yong	
Charles Hector, comte d'Estaing	
Kim Young-jin	
Johan Dalsgaard	
Sebouh Hovnanian	
Appius Claudius Julianus	
Park Choon-Geum	
Aribert Wolf	
Brent Scowcroft	
Stoyan Ganev	
Timothy Detudamo	
Anton Keschmann	
Anton Kohnen	
Jean Kambanda	
Lucius Salvidienus Rufus Salvianus	
Arno Barth	
Arno Berthold	
Arno Bruchardt	
Kim Won-gi	
Anna Rieder	
Anna Schlaffer	
Anton Leodegar Keller	
Anton Leopold Nikolaus Allnoch	
Chang Deok-soo	
Karl von Hoiningen-Huene	
Moon Kook-hyun	
Emilio Broglio	
Arno Abler	
Samuel Ealy Johnson	
Arno Pöker	
Alexander Kurakin	Alexander Borisovich Kurakin
Gabriele Gatti	
Arno Klarsfeld	
Arno Theus	
Arno Voigt	
Arno Schütterle	
Arno Scholz	Arno Helmut Erwin Scholz
Alison McGovern	
Alexander Kurakin	Aleksandr Borisovič Kurakin
Arno Walter	
Arno Jahner	
Patrick Ortlieb	
James V. Stanton	James Vincent Stanton
Anton Künzli	Anton Kuenzli
Anton Knerzl	
Hyun Hong-choo	
Yu Chin-san	
Titus Statilius Maximus	
Ángel Rozas	Angel Rozas
Anton Ludwig Stürler	Anton Ludwig Stuerler
John James Rooney	John J. Rooney
Anna Lisette Julie Schaper	
Anna Zammert	
Anton Matthias Schön	
Ho Hon	
Nam Duck-woo	
John Bullock Clark, Jr.	
Laurence Curtis	
Masanao Ozaki	
Arno Hochmuth	
Anna Ziegler	Anna Strauß
John J. McCloy	John Jay McCloy
Balázs Orbán	Balazs Orban
Alexandru Bohăţel	Alexandru Bohăţiel
Alexandru Bohăţel	Alexandru Bohăţielu de Sósmező
Carlos Prío Socarrás	Carlos Prio
Carlos Prío Socarrás	Carlos Prío
Carlos Prío Socarrás	Carlos Prio Socarras
Mike D. Rogers	Mike Rogers
Anna Schepeler-Lette	Anna Schepeler-Leite
Stephen Wright Kellogg	Stephen W. Kellogg
Lord Edward Somerset	Gen. Lord [Robert] Edward Henry Somerset
Lord Edward Somerset	Lord Edward Henry Somerset
Lord Edward Somerset	Lord Robert Edward Henry Somerset
Lord Edward Somerset	Major-General Lord Edward Somerset
Pierre Louis Charles de Failly	Pierre-Louis Charles de Failly
Anton Lubowski	Anton Theodor Eberhard August Lubowski
Béla Jankovich	Bela Jankovich
Lee Jong-chan	Chong-ch'an Yi
Mike D. Rogers	Michael Dennis "Mike" Rogers
Mike D. Rogers	Michael Dennis Rogers
Honório Hermeto Carneiro Leão, Marquis of Paraná	Honório Hermeto Carneiro Leão, marchese di Paraná
Melvin Baldwin	Melvin Riley Baldwin
Arulenus Rusticus	Quintus Junius Arulenus Rusticus
Christian Engström	Lars Christian Engström
Thomas H. Cullen	Thomas Henry Cullen
Richard Armitage	Richard Lee Armitage
Anton Mattle	
Alexandru Vaida-Voevod	
Kazimierz Bartel	
Kim Byong-joon	
Shim Dae-pyeong	
Son Myung-soon	
Sam Rainsy	
Arno Hamburger	
Craig Benson	
Kim Hyun-chul	
Alexandru Roman	
Hüseyin Aygün	
Anton Linder	Anton Lindner
Carlo Giuseppe Guglielmo Botta	Carlo Giuseppe Botta
Anton Kogler	
Pak Tongjin	Park Tong-jin
Prince Deokheung	Deokheung Daewongun
Hong Myong-hui	
Anton Lorenz	
Anna Stiegler	
Alexandru Mocsonyi	
Hewitt Bostock	
Queen Sinjeong	
Jan Rokita	Jan M. Rokita
Jan Rokita	Jan Maria Rokita
Francis VI de Beauharnais	François de Beauharnais
Anton Levin von Windheim	
Ralph von Merle	
Lee Ki-poong	
Park Jie-won	
Sohn Hak-kyu	
Heinrich Konrad von Studt	
Tian Kai	
Aquino de Bragança	Tomaz Aquino Messias de Bragança
Kim Chung-yul	Sadao Kagawa
Lee Beom-seok	Lee Bum Suk
Melchor Múzquiz	Melchor Muzquiz
Armand Joseph Bruat	Bruat
Arno Hennig	
Anton Koczur	
Issam Abu Jamra	
Stephen Wright Kellogg	Stephen Kellogg
Attila Korodi	
Lee Ji-ran	
Lee Jong-seok	
Carlo Giuseppe Guglielmo Botta	Carlo Botta
Anna Zinke	
Anton Coler	
Anton Ludwig Sombart	
Dimitrios Karatasos	
Jang Tae-wan	
Djau	
Keiji Yamada	Yamada Keiji
Anne Bringezu	
Gabriėl Feliksovič Šeršenevič	
Jeong Seung-hwa	Sŭng-hwa Chŏng
Kim Hong-jip	
Warren Truss	Warren Errol Truss
Anton Lumpert	
Cho Bong-am	
Kim Sang-hyup	
Moh Yoon-sook	
Seung-ho Min	
Thomas Johns Perry	
John FitzRoy, 9th Duke of Grafton	John FitzRoy
Richard B. Hubbard	Richard Hubbard
Annalena Baerbock	Baerbock
Gwak Sanghun	Kwak Sang-hoon
Aleksei Shein	Aleksei Semyonovich Shein
Richard B. Hubbard	Richard Bennett Hubbard
Richard B. Hubbard	Richard Bennett Hubbard, Jr.
William Beach Lawrence	William Lawrence
Baron Waqa	Baron Divavesi Waqa
Louis Édouard Bouët-Willaumez	Comte Louis Edouard Bouët-Willaumez
Lucius Tiberius Claudius Aurellius Quintianus	L. Ti. Claudius Quintianus
Lucius Tiberius Claudius Aurellius Quintianus	Lucius Tiberius Claudius Quintianus
Hong Seok-cheon	Hong Seok Cheon
Hong Seok-cheon	Hong Suk Chun
Hong Seok-cheon	Hong Suk-cheon
Hong Seok-cheon	Hong Suk-chun
Piet Cronjé	Piet Cronje
Piet Cronjé	Pieter Arnoldus Cronjé
Moon Ik-chum	Moon Ikjeom
Moon Ik-chum	Mun Ikjeom
János Hock	Janos Hock
John FitzRoy, 9th Duke of Grafton	John Charles William FitzRoy
Wilhelm Emmanuel Freiherr von Ketteler	Baron Wilhelm Emmanuel von Ketteler
Mikael Jansson	Lars-Olof Mikael Jansson
Kim Suk-won	Kaneyama Sakugen
Kim Suk-won	Suk-won Kim
Zhang Dongsun	
Anton Lüdinghusen	
Anton Lux	
Charles I of Albret	
Paek Nam-un	
George Ainslie	
Rose Doudou Guéï	
Karsten Hansen	
Pat McFadden	Patrick Bosco McFadden
Anton Metternich	
Anton Maier	
Anton Mahdalik	Toni Mahdalik
Lee Yung-dug	Lee Yeong-duk
Count Gustav Kálnoky	Count Gustav Kalnoky
Count Gustav Kálnoky	Count Gustav Siegmund Kalnoky
Count Gustav Kálnoky	Count Gustav Siegmund Kálnoky
János Esterházy	Janos Esterhazy
Anton Lücht	
Anton Lump	
Chung Ho-yong	
Aryeh Eliav	
Forrest Smith	
Moritz Hartmann	
Anna von Gierke	Anna Ernestine Therese von Gierke
Annalena Baerbock	Annalena Charlotte Alma Baerbock
Anton Miller	
Siobhain McDonagh	Siobhain Ann McDonagh
Anton Luger	
Anton Lutz	
Anton Merziger	
Yun Doo-su	
Paul Rassinier	
John McDonnell	John Martin McDonnell
Anton Mayrhauser	
Jang Geonsang	
Carel de Wet	
Ernest Arrighi de Casanova	
Arno von Rehbinder	
Gaius Asinius Quadratus	
Arie Slob	
Anton Meurer	
Ariano Fernandes	
Ernest, Duke of Saxe-Hildburghausen	
Sekula Drljević	
Karen Lumley	Karen Elizabeth Lumley
Arnold Fischer	
Annabelle Ewing	Annabelle Janet Ewing
Anne McTaggart	Anne Margaret McTaggart
Anna von Pritzbuer	
Anne-Marie Rey	
Anton Nilson	
Louis Huysmans	
Charles Blakeslee Law	
Arno Weinkauf	
James Ramsay, 17th Earl of Dalhousie	17th Earl of Dalhousie
James Ramsay, 17th Earl of Dalhousie	James Hubert Ramsay
James Ramsay, 17th Earl of Dalhousie	James Hubert Ramsay, 17th Earl of Dalhousie
Paavo Arhinmäki	Paavo Erkki Arhinmäki
Ralph Mansfield, 4th Baron Sandhurst	Ralph Sheldon Mansfield
Ralph Mansfield, 4th Baron Sandhurst	Ralph Sheldon Mansfield, 4th Baron Sandhurst
Anna Šabatová	Anna Sabatova
Christian, Margrave of Brandenburg-Bayreuth	Christian von Brandenburg-Bayreuth
Anne Franke	
Anne Fries	
Anne-Marie Keding	
Anne-Marie Sigmund	
Anton Nigl	
Jean-Antoine Verdier	
Marcel Cachin	
John Mann	Lord Mann
Martin Heinrich	Martin Trevor Heinrich
Claude Augustus Swanson	Claude A. Swanson
Fiona Mactaggart	Fiona Margaret Mactaggart
Ma Rong	Ma Yung
Richard Bennett Carmichael	Richard B. Carmichael
Arnold Margolin	Arnold D. Margolin
Arnold Margolin	Arnold Davydovich Margolin
Anne Gorsuch Burford	Ann McGill Gorsuch
Anne Gorsuch Burford	Anne Burford
Anne Gorsuch Burford	Anne Gorsuch
Anne Gorsuch Burford	Anne Irene McGill
Anne Gorsuch Burford	Anne Irene McGill Gorsuch Burford
Anne Gorsuch Burford	Anne M. Gorsuch
Anne Gorsuch Burford	Anne McGill
Anne Gorsuch Burford	Anne McGill Burford
Anne Gorsuch Burford	Anne McGill Gorsuch
Jan Sierada	Ivan Sierada
Jan Sierada	Janka Sierada
Gordon Campbell	Gordon Muir Campbell
William Davis Daly	
Ji Cheong-cheon	
Lee Sang-deuk	
John Crompton Weems	
Siaosi Tukuʻaho	
Ja’afar I of Negeri Sembilan	
Mary Macleod	
Arthur Middleton	
Anne Gibson, Baroness Gibson of Market Rasen	Anne Gibson
Anne Gibson, Baroness Gibson of Market Rasen	Anne Tasker, Baroness Gibson of Market Rasen
Anne Gibson, Baroness Gibson of Market Rasen	Baroness Gibson of Market Rasen
Arnold Bürkli	Arnold Buerkli
Arnold Büscher	Arnold Buscher
Karl McCartney	Karl Ian McCartney
Paul Maskey	Paul John Maskey
Benedict Joseph Semmes	
Annalise Schweizer	
Anne Garbe	
Anne-Hanne Siepenkothen	
Arno Wend	
Arnold Bonnus	
Arnold Buddenberg	
Arnold Eisler	
Daniel da Mota	Daniel da Mota Alves
Yun Geun-su	Yun Geunsu
Harry H. Dale	Harry Howard Dale
Kornél Almássy	Kornel Almassy
Tomás Borge	Tomas Borge
Anna Śliwińska	
Oskars Dankers	
Gong Deok-gwi	
Takeshi Araki	
Caleb Ellis	
Anne Jean Marie René Savary	Anne Jean Marie Rene Savary
Anne Jenkin, Baroness Jenkin of Kennington	Anne Caroline Strutt
Anne Jenkin, Baroness Jenkin of Kennington	Anne Jenkin
Anne Jenkin, Baroness Jenkin of Kennington	Baroness Jenkin of Kennington
Anne-Antoine-Jules de Clermont-Tonnerre	Anne Antoine Jules de Clermont-Tonnerre
Song Byung-joon	Song Byeong-jun
John F. Nugent	John Frost Nugent
Annaeus Serenus	
Hong Jong-u	
Charles Bettelheim	
Emilio Lussu	
Anton Martin Schweigaard	Anton Schweigaard
Dmitry Nikolayevich Filippov	Dmitry Filippov
Anne Clark Martindell	
Anne Franken	
Anne Gnahouret Tatret	
Anne Hirschmann	
Petras Kubiliūnas	
Anton Maria Keim	
Francis Brengle	
Hendrik Brugmans	
Arnold Burghartz	
Anton Niclas	
Arnold Dehnen	
Lucius Venuleius Montanus	
Vincenzo Azzolini	
Mwambutsa IV Bangiricenge of Burundi	Mwambutsa IV
Archduke Johann Salvator of Austria	Johann Salvator
Aryeh Eldad	Arie Eldad
Aryeh Eldad	Arieh Eldad
Anne Petitpierre	Anne Sauvain
Bob Schaffer	Robert Warren Schaffer
János Almásy	Janos Almasy
Martin Grove Brumbaugh	Martin G. Brumbaugh
Hong Gyeong-ju	Hong Kyungju
Anne Voget	
Anton Pfarrer	
Lee Soo-sung	
Walter De Donder	
Arnold Albrecht	
Prince Eunjeon	Lee Chan
Paul Maynard	Paul Christopher Maynard
Anne du Bourg	Anne Dubourg
Jinjong	Crown Prince Hyojang
Tafari Benti	Teferi Benti
Anne Spiegel	Spiegel
Pao-chen Shen	Wensu
Pao-chen Shen	Hanyu
Mike Lee	Michael Lee
Alexander von Staël-Holstein	Alexander von Stael-Holstein
Alexander von Staël-Holstein	Alexander Wilhelm Stael von Holstein
Mike Lee	Michael Shumway "Mike" Lee
Mike Lee	Michael Shumway Lee
Pak Chesoon	Boku Seijun
Pak Chesoon	Pak Che-soon
Pak Chesoon	Park Che-Soon
Pak Chesoon	Park Je-soon
Pao-chen Shen	Shen Baozhen
Pao-chen Shen	Shenzhenzong
Pao-chen Shen	Youdan
Hans Henric von Essen	Count Hans Henric von Essen
Hans Henric von Essen	Count Hans Henrik von Essen
Gardner R. Withrow	Gardner Robert Withrow
Anne Main	Anne Margaret Main
Steve McCabe	Stephen James McCabe
Anne Kipp	
Anton Mündler	
Anton Pfeifer	
Jan Szczepański	
John Scott	
Evripidis Stylianidis	
Giorgos Lillikas	
Frederick III, Landgrave of Hesse-Homburg	Frederick III James of Hesse-Homburg
Staf De Clercq	Staf Declercq
José Blanco López	Jose Blanco Lopez
Anton Neubauer	
William McCrea	Robert Thomas William McCrea
William McCrea	Robert Thomas William McCrea, Baron McCrea of Magherafelt and Cookstown
William McCrea	William McCrea, Baron McCrea of Magherafelt
Anton Maranski	
Nicolae L. Lupu	
Pierre Lano	
Ernő Mihályfi	
