personLabel	aliasLabel
Charles V of France	Leopoldo O'Donnell y Jorris
Charles V of France	Leopold O'Donnell
Mary, Queen of Scots	Alan Thomas Kelly
Mary, Queen of Scots	Carlos Maria de Alvear
Arthur Wellesley, 1st Duke of Wellington	J. J.
Arthur Wellesley, 1st Duke of Wellington	Jaya
Arthur Wellesley, 1st Duke of Wellington	Richard Henry Dana, Jr.
Alphonzo E. Bell, Jr.	R. H. Dana
Alphonzo E. Bell, Jr.	Young Timothy Hutchinson
Edward Dickinson Baker	Rose Kanyange
Edward Dickinson Baker	Ronald James Kind
Constantius Chlorus	Chinghiz Torekulovich Aitmatov
Arthur Wellesley, 1st Duke of Wellington	Tancrède Florestan Roger Louis Grimaldi
Arthur Wellesley, 1st Duke of Wellington	Madeleine May Kunin
Eduard Ziegler	Madeleine Kunin
Eduard Ziegler	Nikoloz Semyonovich Chkheidze
Elisabeth Zölch	Nikoloz Chkheidze
Elisabeth Zölch	Nikolay Semyonovich Chkheidze
Elisabeth Zölch	Nicolas Cheidze
Constantius Chlorus	Karlo Chkheidze
Constantius Chlorus	Andrew Michael Holness
Constantius Chlorus	Moon Seong-keun
Constantius Chlorus	Francis Henry Egerton, 8th Earl of Bridgwater
Arthur Wellesley, 1st Duke of Wellington	Francis Henry Egerton, 8th Earl of Bridgewater
Dominique de Villepin	Francis Henry Egerton
Dominique de Villepin	F. H. Egerton
Dominique de Villepin	Richard H. Dana
Dominique de Villepin	Francis Egerton
James Murray Mason	Flavius Julius Dalmatius
Joachim Count of Schönburg-Glauchau	Flavius Iulius Dalmatius
Joachim Count of Schönburg-Glauchau	Dalmatius the Censor
Mogens Camre	Miguel dos Anjos da Cunha Lisboa Trovoada
Jorge Noguera Cotes	Andrew Ericson Lee
Oskar Lambert Erich Wackerzapp	Sunwoo Hwi
Mary, Queen of Scots	Sergei Uasyl-ipa Bagapsh
Mary, Queen of Scots	Lakshmi Swaminathan
Mary, Queen of Scots	Fernando Araujo Perdomo
Mary, Queen of Scots	Juliane of Hesse-Philippsthal
Dominique de Villepin	Sir Muhammad Iqbal
Edward Dickinson Baker	Sir Allama Muhammad Iqbal
Arthur Wellesley, 1st Duke of Wellington	Muhammed İkbal
Arthur Wellesley, 1st Duke of Wellington	Allama Iqbal
Arthur Wellesley, 1st Duke of Wellington	David See-Chai Lam
Arthur Wellesley, 1st Duke of Wellington	David See-chai Lam
Arthur Wellesley, 1st Duke of Wellington	Song Young Gil
Arthur Wellesley, 1st Duke of Wellington	Roza Isakovna Otunbayeva
Arthur Wellesley, 1st Duke of Wellington	Frederick Stephen Upton
Arthur Wellesley, 1st Duke of Wellington	Cho Hunhyun
Alphonzo E. Bell, Jr.	Cho Hoonhyun
Alphonzo E. Bell, Jr.	Cho Hoon-hyun
Charles V of France	Ali Abdullah Saleh al-Ahmar
Anatoly Karpov	Theodore Strickland
Heinrich Wilhelm von Werther	Patxi Lopez
Rolf Rosenthal	Jean-Laurent-Frederick Longuet
Viola Amherd	Lyu Xiulian
Francis E. Rives	Lv Xiulian
Reynold Tschäppät	Lü Xiulian
Henri Alexis Brialmont	Lu Xiulian
Henri Alexis Brialmont	Annette Lu Hsiu-lien
Pancho Villa	Anna Kethly
Pancho Villa	Sir Andrew Benjamin Cohen
João Figueiredo	Boris Vsevolodovich Gromov
Pancho Villa	George Louis Wellington
Pancho Villa	Joyce Chen
Pancho Villa	Kiku Chen
Pancho Villa	Liu Gengsheng
Pancho Villa	Francis Thomas Aiken
Nadja Hirsch	Chen Ju
Otto Schmidt	Judith von Bayern
Rumen Ovcharov	James Michael Slattery
Shinzō Abe	George Noble, Count Plunkett
Shinzō Abe	German Oskarovich Gref
Shinzō Abe	Francis Aiken
Shinzō Abe	Li Zong
Shinzō Abe	Zhuangmu
Eric Honegger	Christine Madeleine Odette Lallouette
Joan II, Countess of Auvergne	Christine Madeleine Odette Lagarde
Pascoal Ranieri Mazzilli	Christine Lallouette
Henry V of England	Baek Jinhoon
Henry V of England	James Slattery
Hans Staininger	George Plunkett
Hans Staininger	Sir James David Wolfensohn
Hans Staininger	James David Wolfensohn
Hans Staininger	James D. Wolfensohn
David Scott	Vijaya Lakshmi Nehru Pandit
David Scott	Neelakanta Shastri
Lee Kuan Yew	Xie Lianfang
Ewen Cameron, Baron Cameron of Dillington	Renhou
Wilford Bacon Hoggatt	Renhō Murata
Lee Kuan Yew	Renho Murata
Hans-Jürg Käser	Renho
Jack McConnell	Murata Renhō
Jack McConnell	Murata Renho
Cassiodorus	Lien-fang
John H. Fulton	Hsieh Lien-fang
Otto Ule	Jozef Lenart
Henry V of England	Jose Montilla
Alexander Lubotzky	Jacob Liebstein
Alexander Lubotzky	Daniel Guerin
Ewen Cameron, Baron Cameron of Dillington	Яку́б Ко́лас
Ewen Cameron, Baron Cameron of Dillington	Міцке́віч Канстанці́н Міха́йлавіч
Lee Kuan Yew	Kanstancin Mickievič
Lee Kuan Yew	Jakub Kołas
Henry V of England	Yi Kwang
Bill Thomas	Rukmini
Rainer Prewo	Lianfang
Sydney Gun-Munro	Ruben Giustiniani
Mengistu Haile Mariam	Bandit Queen
Maria Theresa of Austria	Mamata Bandyopadhyay
Aurobindo Ghosh	Prince de Joinville François d'Orléans
Aurobindo Ghosh	Francois, Prince De Joinville Orleans
Aurobindo Ghosh	François-Ferdinand-Philippe-Louis-Marie d’Orléans, prince de Joinville
Aurobindo Ghosh	François-Ferdinand-Philippe-Louis-Marie d'Orléans
Aurobindo Ghosh	Francois-Ferdinand d' Orléans
Aurobindo Ghosh	Francois Orleans Prince De Joinville
Barcourgné Courmo	Francois Ferdinand Phillippe Louis Marie d'Orleans, Prince de Joinville
Maria Theresa of Austria	Francois Ferdinand Phillippe Louis Marie D'Orleans Prince De Joinville
Maria Theresa of Austria	Francois Ferdinand Phillippe Louis Marie d', Prince de Joinville Orleans
Maria Theresa of Austria	François Ferdinand Philippe Louis Marie d'Orléans Joinville
Maria Theresa of Austria	François Ferdinand d'Orleans Joinville
Maria Theresa of Austria	François Duque de Orleaes e Principe Joinville
Maria Theresa of Austria	François d'Orléans, Prince de Joinville
Maria Theresa of Austria	François d'Orléans
Maria Theresa of Austria	Francisco Ferdinando de Orleans Joinville
Maria Theresa of Austria	Mark Peter Begich
Maria Theresa of Austria	Mark P. Begich
Maria Theresa of Austria	Barbara Kay Roberts
Henry B. Banning	Andrew Rutherford Hardie, Baron Hardie
Ċensu Tabone	Carlos III el Grande
Ismail Serageldin	George Felix Allen
Zbigniew Messner	George F. Allen
Manuel Noriega	George Allen, Jr.
Zbigniew Kozak	Tyneman
Martin Bäumle	Albio B. Sires
John C. Houk	Esterina Tratman
Bülent Ecevit	Thayendanega
Bülent Ecevit	Charles III
Bülent Ecevit	Vladimir Pavlovich Milyutin
Aurobindo Ghosh	Cairine Reay Mackay Wilson
Aurobindo Ghosh	Cairine Reay Mackay
Aleksey Tolstoy	Aleksey Nikolayevich Kuropatkin
Aleksey Tolstoy	A. N. Kuropatkin
Zbigniew Pietrzykowski	Ernst Ludwig
Christian, Duke of Saxe-Eisenberg	Sir Pearce
David Martin	Sir Edward Lovett Pearce
Roland Béguelin	Sir Edward Lovet Pearce
Vittorio Emanuele II of Italy	Edward Lovet Pearce
Vittorio Emanuele II of Italy	Edward L. Pearce
Vittorio Emanuele II of Italy	Ferenc Brunó Straub
Zbigniew Religa	F Bruno Straub
Cesla Amarelle	Bruno Ferenc Straub
Gro Harlem Brundtland	Bolat Bidakhmetuly Zhamishev
Gro Harlem Brundtland	Bolat Bidakhmetuly Jamishev
Jorge Eliécer Gaitán Ayala	Nikolai Vladislavovich Valentinov
Pliny the Younger	Nikolai Valentinov-Volski
Pliny the Younger	E. Yurevski
Pliny the Younger	William Warren Bradley
Pliny the Younger	Andy Card
Zbigniew Rynasiewicz	"""Andrew Hill """"Andy"""" Card Jr."""
Kenneth Kaunda	Ernst Louis
Albert W. Jefferis	Ernest Louis, Landgrave of Hesse-Darmstadt
Guy Parmelin	Ernest Louis of Hesse-Darmstadt
Étienne Geoffroy Saint-Hilaire	Izabella Antonina Sierakowska
Andrea Hämmerle	Gebran Ghassan Tueni
Andrea Geissbühler	Noël Yves Marie Le Graët
Fritz Dähn	Noel Le Graet
Kenneth Kaunda	Andrew John Biemiller
Étienne Geoffroy Saint-Hilaire	Andrew J. Biemiller
Étienne Geoffroy Saint-Hilaire	Rodney McKinnie Alexander
Étienne Geoffroy Saint-Hilaire	Ana MIRANDA
Étienne Geoffroy Saint-Hilaire	Ana Maria Miranda Paz
Ignazio Silone	Veronique De Keyser
Ignazio Silone	Jean Lambert Tallien
Nader Shah	LVCIVS·CORNELIVS·SVLLA
Nader Shah	LVCIVS·CORNELIVS·L·F·P·N·SVLLA·FELIX
Frank Billings Kellogg	Lucius Cornelius Sulla Felix
Bettino Craxi	Lucius Cornelius Sulla
David Trimble	Magnus, Duke of Saxony
Rafic Hariri	Magnus of Saxony
Rafic Hariri	Duke of Berry
Rafic Hariri	duc de Berry
Rafic Hariri	Charles Ferdinand d'Artois, duc de Berry
Rafic Hariri	Leon d' Ymbault
Nader Shah	Amanda Renae Simpson
Frank Billings Kellogg	Sadao Nakamura
Carloman II of France	Li Bian
Hakan Şükür	Epaphroditus
Hakan Şükür	Tomris
Tamaš Hryb	Tomiris
Zbigniew Wassermann	Tomiride
Brigitte Häberli-Koller	Tomiri
Brigitte Häberli-Koller	Thomyris
Anton Lutskevich	Thamaris
Anton Lutskevich	Tamyris
Anton Lutskevich	Queen Tomiri
Jill Pitkeathley, Baroness Pitkeathley	Queen of the Massagetai Tomyris
Jill Pitkeathley, Baroness Pitkeathley	J.A. Krug
Margaret Prosser, Baroness Prosser	J. A. Krug
Margaret Prosser, Baroness Prosser	John William Warner III
Mark Carney	John William Warner
Mark Carney	Xuantong Empress
Angela Smith, Baroness Smith of Basildon	Muhong
Arnold Müller	Gobulo Wanron
Angela Smith, Baroness Smith of Basildon	Empress Xiaokemin
Angela Smith, Baroness Smith of Basildon	Christopher Sholes
Angela Smith, Baroness Smith of Basildon	Prince Imperial Heung
Angela Smith, Baroness Smith of Basildon	Prince Heung
Angela Smith, Baroness Smith of Basildon	Heungchinwang
John C. Frémont	Min
John C. Frémont	J.E. Bouligny
John C. Frémont	J. Edward Bouligny
John C. Frémont	Edward Bouligny
John C. Frémont	Ana Maria Pessoa Pereira da Silva Pinto
John C. Frémont	Etienne Schouppe
John C. Frémont	Etienne Adolf Schouppe
Zdeněk Fierlinger	Vittorio Lattanzio
Jaime Herrera Beutler	Y. T. Pyun
Samuel Egerton Brydges	Pyun Yeong Tae
Zdeněk Lev of Rožmitál	Pyon Yong-tae
John Oldcastle	"""Wilton Burton """"Jerry"""" Persons"""
Francis II of France	Wilton B. Persons
Francis II of France	Charles of Blois-Châtillon
Francis II of France	Charles I, Duke of Brittany
Samuel Egerton Brydges	Charles de Blois
Henry II of France	Antoine Quentin Fouquier de Tinville
David Ramsbotham, Baron Ramsbotham	Fouquier-Tinville
David Ramsbotham, Baron Ramsbotham	Maria das Neves Ceita Baptista de Sousa
Tristan Garel-Jones	William Doyle Ruckelshaus
Tristan Garel-Jones	Jaya Bhaduri Bachchan
David Trimble	Ngouabi
David Trimble	Duc de Berri
David Trimble	Queen Min
John Oldcastle	Myŏngsŏng Hwanghu
John Oldcastle	Min of Korea
Rolf Büttiker	Empress Myung-Sun
Władysław Konopczyński	Prince Gwanghae
Zdeněk Koudelka	Li Hun
Margaret Prosser, Baroness Prosser	Eusebi, Baron Güell i Bacigalupi
Henry II of France	Eusebi, Baron Güell
Henry II of France	Eusebi Güell Baron
Henry II of France	Theodora Bakogianni
Matthew Gregory Lewis	Ntora Bakogianni
Céline Amaudruz	Dora Bakogianni
Ivan Łuckievič	Valentina Stepanovna Grizodubova
Ivan Łuckievič	Valentina S. Grizodubova
Suheir Atassi	John Dimitri Negroponte
Zdenka Kramplová	John D. Negroponte
Francis II of France	Hon. John Dimitri Negroponte
Matthew Gregory Lewis	Alan James Dukes
Matthew Gregory Lewis	Asqar Uzaqbaiuly Mamin
Matthew Gregory Lewis	Askar Uzaqpayevich Mamin
Matthew Gregory Lewis	Askar Uzaqbaiuly Mamin
Étienne Tshisekedi	Askar Uzakbaiuly Mamin
Nancy Reagan	Carlos Fernando Flores Labra
Édouard Werlé	Henri Ghislain Joseph Marie Hyacinthe de Brouckère
Vyacheslav Molotov	Henri de Brouckere
Vyacheslav Molotov	Jean-Marie Dore
Vyacheslav Molotov	Jose Maria Maytorena
Aslan Maskhadov	Charles Melancon
Miguel Primo de Rivera, 2nd Marquis of Estella	Jean Nicolas Billaud-Varennes
Herod Antipas	Duncan Lee Hunter
Herod Antipas	Duncan Hunter
Herod Antipas	Kamāl Junblāṭ
Herod Antipas	Kamal Fouad Jumblatt
Jotham Post, Jr.	Jeannot Krecke
Saadi Yacef	Ahmadshah bin Abdullah
Saadi Yacef	Robert Morris, Jr.
Frantz Fanon	Sylvie Frechette
Frantz Fanon	Yun Yeongseon
Frantz Fanon	Theophile Delcasse
Albert I of Saxony	David Daniel Boren
Albert I of Saxony	Andrew Rechmond Boone
Albert I of Saxony	Valdemar the Young of Denmark
Albert I of Saxony	Grace Ntombizodwa Mugabe
Gabriele D'Annunzio	Grace Ntombizodwa Marufu
Gabriele D'Annunzio	"""Grace Ntombizodwa """"Gucci Grace"""" Mugabe"""
Zdeněk Nejedlý	Sir Thomas Elyot
Nancy Reagan	Americo Garcia
Nancy Reagan	Brian Norton Baird
Nancy Reagan	Bella Savitzky Abzug
Nancy Reagan	Bella S. Abzug
Tarō Asō	Thomas Howard
Tarō Asō	Vicomte de Mirabeau
Tarō Asō	Mirabeau-Tonneau
Tarō Asō	Andre Boniface Louis Riquetti de Mirabeau
Zdeněk Mlynář	André Boniface Louis de, vicomte de Mirabeau Riquetti
Marat Safin	André Boniface Louis de, vicomte de Mirabeau Riqueti
Mohamed ElBaradei	André Boniface Louis de Riquetti, vicomte de Mirabeau
Mohamed ElBaradei	André Boniface Louis de Riqueti, vicomte De Mirabeau
Mohamed ElBaradei	André Boniface Louis de Riqueti, vicomte de Mirabeau
Ranavalona I of Madagascar	Kyongho An
Ranavalona I of Madagascar	Sandrine Belier
Ranavalona I of Madagascar	Natalia Igorevna Bessmertnova
Ahmad al-Khatib	Moše Pijade
Dávid Dorosz	Jocelyn Louise Burdick
Thomas M. Nelson	Jocelyn Birch
Zdeněk Václav Tobolka	Clinton Presba Anderson
Zdeněk Václav Tobolka	Clinton P. Anderson
Edgar of England	Akmaral Khaidarkyzy Arystanbekova
Edgar of England	Akmaral Haidarqyzy Arystanbekova
Edgar of England	Platon Mikhaylovich Kerzhentsev
Edgar of England	Platon Mikhaǐlovich Kerzhentsev
Alberto Fujimori	Platon Mikhailovich Kerzhentsev
Alberto Fujimori	Platen M. Kerzhentsev
Zdeněk Mlynář	P. M. Kerzhent︠s︡ev
Edgar of England	Yun Woong Niel
Josef Winkler	An-Nasir Shihab ad-Din Ahmad ibn Muhammad ibn Qalawun
Rob Ford	An-Nasir Ahmad
Rob Ford	al-Malik al-Nāṣir Aḥmad I b. Muḥammad Nāṣir al-Dīn
Albert I of Saxony	Tatyana Borisovna Yumasheva
Ernst Wilhelm von Schlabrendorff	Lord Guilford Dudley
Ernst Wilhelm von Schlabrendorff	Guildford Dudley
Louis, Count of Stolberg	Joel Thomas Broyhill
Gustav Dahrendorf	Baraladei Daniel Igali
Louis IV of France	Wenrao
Louis IV of France	José María Gil-Robles
Louis IV of France	Jose Maria Gil-Robles
Cato the Younger	Sheila Kapoor
Cato the Younger	Sheila Dixit
Cato the Younger	Ivan Alexandrovich Serov
Cato the Younger	Ji Zheng
Henry Temple, 3rd Viscount Palmerston	Mark Robert Warner
Basiliscus	Mark R. Warner
Karl Lauterbach	Li Jian
Karl Lauterbach	Jean-Baptiste du Val-de-Grâce, baron de Cloots
Karl Lauterbach	Jean-Baptiste Cloots
Karl Lauterbach	Baron de Cloots Jean-Baptiste du Val-de-Grâce Cloots
Helena Augusta	Baron de Cloots Jean-Baptiste du Val-de-Grace Cloots
Friedrich I of Württemberg	Anacharsis Clootz
Helena Augusta	Barrel Mirabeau
Jan Peter Balkenende	Lieutenant-Colonel Sir Andrew Clarke
Jan Peter Balkenende	Joseph Blatter
Marco Arana	"""Joseph """"Sepp"""" Blatter"""
Daniel arap Moi	Josef Blatter
Daniel arap Moi	Yi Heoyeong
José de San Martín	Charles II of Lalaing
José de San Martín	Sri Rahayu Basuki
Michèle Künzler	Basuki, Yayuk
Michèle Künzler	Allen Yun
Agustín I of México	Maharani Gayatri Devi
Agustín I of México	Andrew Barry Moore
Friedrich I of Württemberg	Tom Hoyem
Joanna of Austria, Princess of Portugal	René Marie Alphonse Charles Capitant
Karl Lauterbach	Rene Marie Alphonse Charles Capitant
Jiří Dienstbier Jr.	Rene Capitant
Cato the Younger	Jozsef Abelovszki
Festus Mogae	Elena Gabriela Udrea
José de San Martín	Lauri Johannes Ingman
José de San Martín	Lars Johannes Ingman
José de San Martín	Lars Ingman
Helena Augusta	Pyotr Nikolayevich Durnovo
Helena Augusta	Matilde of Tuscany
Helena Augusta	Matilde di Canossa
Helena Augusta	Matilda of Canossa
Helena Augusta	Mathilda of Tuscany
Helena Augusta	la Gran Contessa
Helena Augusta	Daniel John Rogerson
Helena Augusta	Charles Sulpice Jules Chanoine
Helena Augusta	Armand Leon Annet
Tanja Karpela	Sheila Sloan Frahm
Prince Richard, Duke of Gloucester	Jose de Santiago Concha
Prince Richard, Duke of Gloucester	Claudette Pace
Prince Richard, Duke of Gloucester	Yakov Arkadyevich Yakovlev
Prince Richard, Duke of Gloucester	Andrew Archibald MacDonald
Prince Richard, Duke of Gloucester	Laurence Anthony Robertson
Prince Richard, Duke of Gloucester	Daniel Absolon
Helena Augusta	Maud d'Este
Helena Augusta	Charles Willis Pickering, Jr.
Catherine Ashton	Charles W. Pickering, Jr.
Catherine Ashton	James Jones
Václav Hampl	Gert Verner Petersen
Murphy J. Foster	Frank Parks Briggs
Joanna of Austria, Princess of Portugal	Richard Ray Larsen
Jan Peter Balkenende	Useramun
Daniel arap Moi	Rodolfo Amedeo Lanciani
Raúl Alfonsín	Rodolfo Amadeo Lanciani
Raúl Alfonsín	Rene Blattmann
Raúl Alfonsín	George Aczel
Raúl Alfonsín	Despans-Cubières
Georg Heinrich Bacmeister	Amedee Despans-Cubieres
Georg Heinrich Bacmeister	Tenzin Dorje
Hans Wilhelm Alexander von Kanitz	Michele Striffler
Helena Augusta	Peter Johann Christoph von der Pahlen
Helena Augusta	Peter Kosler
Jan Peter Balkenende	Amedee E. Forget
Helena Augusta	Raúl Maravilla González
Helena Augusta	Raul Maravilla Gonzalez
Rodney Davis	Marie-Therese Sanchez-Schmid
Rodney Davis	Gro Farseth
Nicolás de Piérola	Antonio Pons Campuzano
Valentinian III	Viktor Amadeus zu Hohenlohe-Schillingsfürst, 2nd Fürst von Corvey
Valentinian III	Julio Botelho Moniz
Valentinian III	Ernâni Rodrigues Lopes
Lucas Cranach the Younger	Ernani Lopes
Lucas Cranach the Younger	Ibn Miskawayh
Lucas Cranach the Younger	Dayan Khan
Lucas Cranach the Younger	George Rockwell
Lucas Cranach the Younger	Dominique Bouligny
Lucas Cranach the Younger	Carlos Domingo Joseph Bouligny
Lucas Cranach the Younger	Sir Joseph West Ridgeway
Lucas Cranach the Younger	Joseph West Ridgeway
Lucas Cranach the Younger	Jordi Sole Tura
Lucas Cranach the Younger	Yury Maksimovich Slobodkin
Lucas Cranach the Younger	George Lloyd Murphy
Lucas Cranach the Younger	Elwood Haynes Hillis
Lucas Cranach the Younger	Ahmad Matin–Daftari
Lucas Cranach the Younger	Aḥmad Matīn Daftarī
Lucas Cranach the Younger	Ahmad Mohieddin
Lucas Cranach the Younger	Sabinianus
Lucas Cranach the Younger	Sir Hugh Michael Robertson
Lucas Cranach the Younger	Hugh Michael Robertson
Lucas Cranach the Younger	John Webster Robertson
Lucas Cranach the Younger	Field Marshal Thanom Kittikachorn
Lucas Cranach the Younger	Annie Wood
Lucas Cranach the Younger	François Xavier Gustave Marie Joseph Corneille Hubert, Knight de Donnea de Hamoir
Lucas Cranach the Younger	James M. Cox
Lucas Cranach the Younger	J.M. Cox
Lucas Cranach the Younger	J. M. Cox
Lucas Cranach the Younger	Governor Cox
Lucas Cranach the Younger	Duke
Elisabeth Baume-Schneider	Shefqet Bej Vërlaci
Elisabeth Baume-Schneider	Gabriel Peri
Heinrich Matthes	Ahmed Mohammed Haroun
Émile Loubet	Arthur St Claire
Prince Aimone, 4th Duke of Aosta	James Cox
Princess Astrid of Belgium	Lindsay Allan Roy
Prince Aimone, 4th Duke of Aosta	Taras Chuprynka
Princess Astrid of Belgium	Roman-Taras Yosypovych Shukhevych
Janez Drnovšek	R. Lozovsky
Charles VIII of France	Dzvin
Felix Müri	Qalqashandi
Ted Kennedy	Kalkashandi
Ted Kennedy	Al-Qalqashandi
Ted Kennedy	Al-Kalkashandi
Ted Kennedy	Harald Viggo Hansteen
Rehavam Ze'evi	Angus Struan Carolus Robertson
Rehavam Ze'evi	Wladyslaw Komar
Rehavam Ze'evi	Sophie Briard-Auconie
Rehavam Ze'evi	Rosa Russo Jervolino
Rehavam Ze'evi	Rosa Jervolino
Rehavam Ze'evi	Rosa Iervolino
Rehavam Ze'evi	Federico Paez
Rehavam Ze'evi	Elmira Mikayil qizi Gafarova
Rehavam Ze'evi	Mr. Chuan Leekpai
Erwin Lambert	Ahmad Ali Al-Mirghani
Charles VIII of France	Pierre Sevigny
Prince Dimitrie Ghica	Marielle Lebel de Sarnez
Trebonianus Gallus	Marielle Augier
Lucas Cranach the Younger	David Bing
Solon	Ahmad bin Yahya Hamidaddin
Lucas Cranach the Younger	Mrs. Annie Besant, née Wood
Ernst Legal	Shchuka
Núria de Gispert	Bricq
Oscar Niemeyer	Annie Wood Besant
Oscar Niemeyer	William Steele Sessions
Oscar Niemeyer	Marcus Asinius Sabinianus
Oscar Niemeyer	Michele Delaunay
Oscar Niemeyer	Tur
Oscar Niemeyer	Pierre Guillaume Frederic le Play
Oscar Niemeyer	Frédéric Le Play
Vere Beauclerk, 1st Baron Vere	Frederic Le Play
