personLabel	aliasLabel
William Pitt the Younger	Isaac Hamilton Taylor
Chuck Baldwin	Moises da Costa Amaral
Joe Clark	Prince Makhosini Jaheso Dlamini
Joe Clark	Korean Makhno
Ichirō Matsui	Kin Sachin
Siegfried von Kardorff	Kim Jwa-jin
Barbara Prammer	Kim Jwa-chin
Philippe Antoine d'Ornano	Kim Chwa-jin
Hermann Jónasson	Baekya
George Rooke	Park Munja
Karl Weinhold	Park Fumiko
Robert de Ros	Kazimierz Florian Plocke
Robert de Ros	Jay Chang Joon Kim
József Turóczi-Trostler	Raymond Mabus
John Sparrow David Thompson	Raymond Edwin Mabus, Jr.
Martin Rázus	Jolanta Beata Fedak
John Sparrow David Thompson	Jeon Bongjun
George Rooke	Pyung-ok Chough
Max Maurenbrecher	Jo Byeong-ok
Franz Joseph II, Prince of Liechtenstein	Cho Byeong-ok
Franz Joseph II, Prince of Liechtenstein	William Richard Ratchford
Franz Joseph II, Prince of Liechtenstein	Lodewijk Frans Asscher
Anne, Queen of Great Britain	Albert-Edouard Janssen
Anne, Queen of Great Britain	Angel Vagenshtayn
Anne, Queen of Great Britain	Angel Raymond Wagenstein
Anne, Queen of Great Britain	Richard Parks Bland
Anne, Queen of Great Britain	Pierre de France
Anne, Queen of Great Britain	Richard Bland
Anne, Queen of Great Britain	Ludvík Czech
Anne, Queen of Great Britain	Josefina Vazquez Mota
Anne, Queen of Great Britain	Johanna of Flanders
Anne, Queen of Great Britain	Jeanne de Constantinople
Anne, Queen of Great Britain	Anne Edward Marie Van Lancker
Anne, Queen of Great Britain	Maria Johanna Theodora Martens
Iajuddin Ahmed	Christopher Vaughan Evans
Sergei Yushenkov	Lucas Alamán y Escalada
Sergei Yushenkov	Lúcas Alamán
Alec Douglas-Home	Lucas Alaman
Drusus Caesar	James Fredrick Lloyd
Robert de Ros	Rodrigo de Rato y Figaredo
Alec Douglas-Home	John Brady
Alec Douglas-Home	Alamán
Alec Douglas-Home	Sean Flanagan
Alec Douglas-Home	Muzaffer-ed-Din
Alec Douglas-Home	Alaman
Alec Douglas-Home	Marie Anne Isler Beguin
Alec Douglas-Home	James Lloyd
Alec Douglas-Home	Gaetano Arfe
Alec Douglas-Home	Iwan Bascheff
Alec Douglas-Home	Koči Dzodze
Alec Douglas-Home	Ri Tong Hwi
Alec Douglas-Home	Steve William Abana
Alec Douglas-Home	Jean Pierre Marie Olivier Germain Defraigne
Alec Douglas-Home	Eugene Beyens
Alec Douglas-Home	An Chang-ho
Alec Douglas-Home	Ahn Changho
Alec Douglas-Home	Vladimir Mikhaĭlovich Tikhonov
Alec Douglas-Home	V. M. Tikhonov
Alec Douglas-Home	Park No-ja
Sarah Wiener	James Van Fleet
Louise Schroeder	James Alward Van Fleet
Gangnihessou	Andrew Robison Govan
Harold Macmillan	Roy Claxton Acuff
Anthony Eden	Martin John Ferguson
Anthony Eden	Martin Ferguson (politician)
Anthony Eden	Arben Fahri Imami
Anthony Eden	Fushimi-no-miya Sadanaru-Shinnō
José Bustamante y Rivero	Fushimi Sadanaru
José Bustamante y Rivero	Margaret of Holland
José Bustamante y Rivero	Margaret II of Avesnes
José Bustamante y Rivero	Kristina Hafoss
Miri Regev	Haim Brotzlewsky
Harold Macmillan	Haim Bar Lev
Harold Macmillan	Chaim Brotzlewsky
Harold Macmillan	Chaim Barlev
Frédéric Hainard	Chaim Bar-Lev
Reinhold Bocklet	Chaim Bar Lev
John A. Macdonald	"""Chaim """"Kidoni"""" Bar-Lev"""
John A. Macdonald	Filip Emiel Julien De Man
John A. Macdonald	Carsten Mogens Hansen
John A. Macdonald	François-Joseph Noël
Louise Schroeder	François-Joseph Noel
Louise Schroeder	Francois-Joseph Noel
Gustav Böß	François Joseph Noël
Leonid Chernovetskyi	Francois Joseph Noel
Harold Macmillan	François Joseph Michel Noël
Christian Albert, Burgrave and Count of Dohna	François Joseph Michel Noel
Mohamed Naguib	François Joseph Michael Noël
Mohamed Naguib	François J. Noël
Mohamed Naguib	Franciscus Noël
Abelardo L. Rodríguez	Franciscus Noel
Abelardo L. Rodríguez	Franc. Jos Noël
Alfréd Meissner	François Noel
Eduard Fimmen	Thomas Stanley Matthews
Eduard Fimmen	Carlos Fernando Raffo Arce
Joseph Kony	Ange René Armand de Mackau
Luis Miguel Sánchez Cerro	Ange Rene Armand de Mackau
John Abbott	Laureano Figuerola y Ballester
John Abbott	Alexandre-Marie-Eléonor de Saint-Mauris, príncipe de Montbarrey
David Bloch-Blumenfeld	Alexandre Marie Leonor de Saint-Mauris de Montbarrey
Johann Heinrich Gossler	Philippe I de Croÿ, 2.Comte de Chimay
Necmeddin İlgazi	Dominique René d'Unebourg Vandamme
Lev Kamenev	Anatoliy Kyrylovych Kinakh
Lev Kamenev	Na Hyesok
Gallienus	Duchesse Isabelle Bourgogne
Harold Wilson	duchesse di Bourgogne Isabelle de Portugal
Harold Wilson	duchesse de Bourgogne Isabelle de Portugal
Harold Wilson	Duchess of Burgundy Isabella of Portugal
Meir Dizengoff	Duchess of Burgundy Isabel of Portugal
Meir Dizengoff	Allan Octavian Hume
Miri Regev	A.O. Hume
Miri Regev	Camilo Torres Restrepo
Miri Regev	Brian Michael Higgins
Queen Sirikit	Brian M. Higgins
Brian Greig	Brian M Higgins
William H. Cabell	Anatoliy Hrytsenko
Clement Attlee	Anatolii Hrytsenko
Clement Attlee	Ludovicus-Franciscus-Josephus-Michael Noël
Clement Attlee	Louis-François-Joseph-Michel Noël
Clement Attlee	François-Joseph-Michel Noël
Michael Mustill, Baron Mustill	Anatolii Hrytsenko
Dara Singh	Reverend Andrew Mawson, Baron Mawson
Vsevolod Meyerhold	Gene Andrew Maguire
Vsevolod Meyerhold	Anatoly Ivanovich Lukyanov
Vsevolod Meyerhold	Luis Eduardo Perez
Vsevolod Meyerhold	Esma Rezepova
Vsevolod Meyerhold	Esma Redzepova
Vsevolod Meyerhold	Anatoly Gritsenko
Vsevolod Meyerhold	Steven Joseph Chabot
Vsevolod Meyerhold	Maurice Dunlea Hinchey
Vsevolod Meyerhold	Pavel Dimitriievich Romanov-Ilyinsky, Prince Romanov-Ilyinsky
Vsevolod Meyerhold	Paul Dmitrievich Romanovsky-Ilyinsky
Sofia Hjulgrén	Paul Dimitrievitch Romanovsky-Ilynsky
Edward Heath	Anatoly Ivanovich Maltsev
Edward Heath	Viktoria Mohacsi
Edward Heath	Laurence Nelson Golborne Riveros
Alex Hürzeler	Hume
Jacqueline de Quattro	Isabella of Portugal
Norman Kwong	Antonio Diaz Soto y Gama
William O. Barnard	Anatolii Hryhorovych Pysarenko
Lazare Weiller	Anatoly Ivanovich Gribkov
Zenón Noriega	Ngoc Loan Nguyen
Friedrich Siebert	Queen of the Gypsies
Silvestro Aldobrandini	Jisra'el Kac
Ruslana	Orly Levy
Vsevolod Meyerhold	Lloyd Millard Bentsen, Jr.
Vsevolod Meyerhold	Lloyd Millard Bentsen
Silvestro Aldobrandini	Lloyd M. Bentsen
Andy Tschümperlin	Anna Maria Bligh
Edwin Hoernle	Vladimir Aleksandrovich Dzhanibekov
Hans Nimmerfall	Ludwig Karl Wilhelm von Gablenz
Óscar R. Benavides	Ludwig Karl Wilhelm Freiherr von Gablenz
Archduke Franz Karl of Austria	Ludwig Karl Wilhelm Freiherr
Archduke Franz Karl of Austria	Prince Bhekimpi Alpheus Dlamini
Archduke Franz Karl of Austria	Spyridon Markezinis
Archduke Franz Karl of Austria	Ebba Margareta Haslund Halvorsen
Trudy Späth-Schweizer	Ebba Haslund Halvorsen
Oscar K. Allen	Tareck Zaidan El Aissami Maddah
Oscar K. Allen	Lidia Joanna Geringer de Oedenberg
Stanley Baldwin	Prince Mikhail Semyonovich Vorontsov
Stanley Baldwin	Mikhail Semyonovich Vorontsov
Stanley Baldwin	Anatoly Stepanovich Gritsenko
Johan van Oldenbarnevelt	Anatoliy Stepanovych Hrytsenko
Ramsay MacDonald	Anatolii Stepanovych Hrytsenko
Ramsay MacDonald	Anatoly Pavlovich Gritsenko
Ramsay MacDonald	Anatolii Pavlovych Hrytsenko
Stanley Baldwin	Andrew Wyndham Phillips, Baron Phillips of Sudbury
Johan van Oldenbarnevelt	Anatoly Ignatovich Pristavkin
Johan van Oldenbarnevelt	Stepan Shaumian
William A. Harris	Stepan Georgevich Shaumian
Elaine Murphy, Baroness Murphy	Israel Katz
Cardinal Mazarin	Yisrael Katz
James FitzJames, 1st Duke of Berwick	Philip F. Thomas
Bayezid II	Salve Thomassen Hodne
Bayezid II	Hanna Zetterberg Struwe
Bayezid II	Hanna Rebecca Zetterberg
Bayezid II	Yelena Borisovna Skrynnik
Bayezid II	Elena Borisovna Skrynnik
Bayezid II	Andrew Murray
Bayezid II	Amasa J. Parker
Bayezid II	Vladislav III Heinrich, Duke of Bohemia
Bayezid II	Anatoly Fyodorovich Dobrynin
Bayezid II	Margarita Stefanova Popova
Tawakkol Karman	Alfredo Alves Reinado
Tawakkol Karman	Alberico di Roma
Tawakkol Karman	Torhild Skogsholm
Charles W. Whalen	Ramon Grau
Charles W. Whalen	A. J. Parker
Colin Moynihan, 4th Baron Moynihan	Andrew McIntosh, The Lord McIntosh of Haringey
Colin Moynihan, 4th Baron Moynihan	Andrew Mcintosh
Colin Moynihan, 4th Baron Moynihan	Hans Syvert Jacobsen
Colin Moynihan, 4th Baron Moynihan	Anatoly Alexandrovich Malofeyev
Cardinal Mazarin	Anatol Malafyeyew
Cardinal Mazarin	Anatol Malafeyew
Cardinal Mazarin	Anatol Alyaksandravich Malafyeyew
Cardinal Mazarin	Anatoli Lebedko
Cardinal Mazarin	Anatol Ljabedska
Cardinal Mazarin	Anatol Liabiedzka
Cardinal Mazarin	Anatol Labiedźka
Cardinal Mazarin	Anatol Labedzka
Adolph Ernst von Ernsthausen	Margaret III
William Valk	Edward James Gay III
Paul Rogers	Prince Windischgrätz
Paul Rogers	Sir Andrew Mitchell
Raymond Mhlaba	Pauline Lee Hanson
Elaine Murphy, Baroness Murphy	Xiangdaoqinwenshengwuyirenzhaoxiaodaiwang
Elaine Murphy, Baroness Murphy	Ruizong
Camillo Benso di Cavour	Rozala of Provence
Jakob Büchler	Valery Dmitriyevich Zorkin
Eva Bulling-Schröter	Valery Dmitrievich Zorkin
Eva Bulling-Schröter	Sayyid Said bin Sultan Al-Said
Eva Bulling-Schröter	Sayyid bin Sultan
August David zu Sayn-Wittgenstein-Hohenstein	Said II bin Sultan
Joseph M. Belford	Said bin Sultan, Sultan of Muscat and Oman
Joseph M. Belford	Saïd ben Sultan al-Busaid
Martin W. Littleton	Mohammad-Ali Ala ol-Saltaneh
Martin W. Littleton	Amasa Junius Parker
George W. Thompson	Anatoly Grigoryevich Yegorov
André Falquet	Anatoli Yegorov
Michel Rog	Qāwurd
Judit Csabai	Kavurd
Manuel A. Odría	Dame Tariana Turia
Manuel A. Odría	Nicholas Ignatieff
Selah B. Strong	Count Nikolay Pavlovich Ignatyev
William M. McCarty	Anatol Liabedzka
Kanō Jigorō	Anatoli Egorov
Kanō Jigorō	Andy Harris, M.D.
Kanō Jigorō	Andrew Peter Harris
Uta of Schauenburg	Andrew P. Harris
Bonar Law	Richilde
Uta of Schauenburg	Paul Kawanga Ssemogerere
Johnny Isakson	Pingfu
Johnny Isakson	Li Guang
Peter Föhn	Changling
Benjamin F. Harding	Prince Alois II, The Prince of Liechtenstein
H. H. Asquith	Prince Alois II Maria Josef Johann Baptista Joachim Philipp Nerius, The Prince of Liechtenstein
Eugène Deschenaux	Prince Alois II Maria Josef Johann Baptista Joachim Philipp Nerius, Prince of Liechtenstein
Geneviève Aubry	Anatoly Mikhaylovich Kashpirovsky
Matthew Hale	Anatoly Mikhailovich Kashpirovsky
Corfitz Ulfeldt	Augustin Aimable Dumon-Dumortier
H. H. Asquith	Xiangdao
H. H. Asquith	Valérie Roux
Heinz Tännler	Valerie Pecresse
Ishii Kikujirō	Thomas Joseph Rooney
Ishii Kikujirō	Joseph Maxwell Cleland
Petar Stambolić	Pétrus Borel
Thomas M. Rees	Angelo Tomas Reyes
Thomas M. Rees	Zinaida Moglina
Renzo Piano	Zinaida Lvovna Volkova
Thomas Müller	Zinaida Lvovna Moglina
Michel Béguelin	Zinaida Lvovna Bronshteyn
Olivier Reverdin	Zinaida Bronstein
Umaru Musa Yar'Adua	Zinaida Bronshteyn
Jacques-Alexis Thuriot de la Rosière	Aino Maria Susanna Haapoja
Jacques-Alexis Thuriot de la Rosière	Theodore Robitaille
Jacques-Alexis Thuriot de la Rosière	Jaime Chicharro Sanchez-Guio
Anton of Stolberg-Wernigerode	Ben Lewis Jones
Anton of Stolberg-Wernigerode	Ben L. Jones
Barbara Bush	Vítor Manuel Ribeiro Constâncio
Viktor Chernomyrdin	Vitor Constancio
Thomas Howard, 21st Earl of Arundel	Joanna of Durazzo
Barbara Bush	Anatoly Vasilyevich Lyapidevsky
Thomas Howard, 21st Earl of Arundel	Theocharis Farmakidis
Ayub Khan	Anna Zaborska
Thomas Howard, 21st Earl of Arundel	John Phillip Faulkner
Thomas Howard, 21st Earl of Arundel	John Philip Faulkner
Thomas Howard, 21st Earl of Arundel	Anatoliy Mohyliov
Nick Clegg	Anatolii Volodymyrovych Mohyliov
Nick Clegg	Anatoly Vasilyevich Firsov
Nick Clegg	Anatoli Vasilievich Firsov
Nick Clegg	Sibylle d'Anjou
Alan García	Charles Ble Goude
Clarence D. Martin	Yi-junyong
Abd-ar-Rahman III	Rudolf Kjellen
Epaminondas	Kjellén i Göteborg
Thomas Stamford Raffles	Nikolai Nikolaevic Bogoljubov
William III of England	Bogolyubov Nikolai Nikolaevich
William III of England	Bogolubov, N. N.
William III of England	Bogoliubov, N. N.
William III of England	Bogoliuboff, Nicolas
William III of England	Bogolioubov, Nicolas
William III of England	Bogoliouboff, Nicolas
Charles Munchen	Jerrold Lewis Nadler
Sejanus	Andrew Peters
Thomas Stamford Raffles	Andrew J. Peters
Thomas Stamford Raffles	A. J. Peters
Thomas Stamford Raffles	Zofia, Duchess of Brunswick
Thomas Stamford Raffles	Zofia Jagiellonka
Thomas Stamford Raffles	Sophia, Duchess of Brunswick
Thomas Stamford Raffles	Sophia of Poland
Thomas Stamford Raffles	Sophia Jagiellon of Poland
Sejanus	Heloise Ruth First
Félix Bonjour	Marguerite d'Alsace
Andrew H. Hamilton	Margherita I di Fiandra
Sejanus	William Ernest Mason
Sejanus	Yi Seou
William III of England	"""Emmanuel vergas """"Manny"""" Dapidran Pacquiao"""
William III of England	Emmanuel Dapidran Pacquiao
William III of England	Emmanuel D. Pacquiao
William III of England	Jo Gwangjo
William III of England	Muriel Helen Duckworth
William III of England	Gertrude Ibengwe Mongella
William III of England	Alice Auma
William III of England	Valerie Boyer
William III of England	of York, Duchess, consort of Charles the Bold, Duke of Burgundy Margaret
William III of England	Margaret, Duchess of Burgundy
Heinz Fanslau	Duchess of Burgundy Margaret
Philippe Brood	Duchess Margaret of York
Thomas Howard, 21st Earl of Arundel	Lê Duẩn
Thomas Howard, 21st Earl of Arundel	Joseph d'Ursel et d'Hoboken
Thomas Howard, 21st Earl of Arundel	Joseph d'Ursel
Thomas Howard, 21st Earl of Arundel	Anastasy Vonsyatskii
Thomas Howard, 21st Earl of Arundel	Anastasy Vonsiatskii
Thomas Howard, 21st Earl of Arundel	Anastasy Andreyevich Vonsyatsky
Thomas Howard, 21st Earl of Arundel	Anastasy Andreyevich Vonsyatskii
Thomas Howard, 21st Earl of Arundel	Anastasy Andreyevich Vonsiatskii
Thomas Howard, 21st Earl of Arundel	William Henry Dieterich
Thomas Howard, 21st Earl of Arundel	Prince Mohammed bin Nayef al-Saud
Thomas Howard, 21st Earl of Arundel	Muhammad bin Nayef Al Saud
Thomas Howard, 21st Earl of Arundel	Larysa Miklaševič
Thomas Howard, 21st Earl of Arundel	Larysa Hyeniyush
John Byng	Larysa Hienijus
John Byng	Hans Axel von Fersen
Manfred Schüler	Axel von Fersen
Manfred Schüler	Nikolay Nikolayevich Bogolyubov
Henry B. Metcalfe	Margaret Plantagenet
Norman Foster	Yun Won-hyeong
Norman Foster	Sergio Marques
Norman Foster	William Mason
Norman Foster	Charles Carroll of Carrollton
Norman Foster	pacman
Norman Foster	Andrew Kessler Hay
Norman Foster	Yoshitaka Shindou
Julius von Schleinitz	Yoshitaka Shindo
Victor Schoelcher	George Victor Voinovich
Victor Schoelcher	Steven Douglas Symms
Alfred Moisiu	Lala Kara Mustafa Paşa
Sheikh Mujibur Rahman	Martha Wright Griffiths
Sheikh Mujibur Rahman	Charles Grassley
Germanicus	Charles Ernest Grassley
Germanicus	"""Charles Ernest """"Chuck"""" Grassley"""
Germanicus	Charles E. Grassley
Germanicus	Charles E Grassley
Germanicus	Ananias Maidana
Manuel Zelaya	Muhammad Hassan Abu Tir
Siméon Denis Poisson	Volney
Henri La Fontaine	Sir Narcisse-Fortunat Belleau
Siméon Denis Poisson	Piki
Siméon Denis Poisson	Te Ata
John W. Dana	Andrew Lintner Harris
Licinius II	Andrew James Hickey
Elizabeth I of Russia	Yun Chung
Elizabeth I of Russia	Ri Gun-mo
Elizabeth I of Russia	Seamus Pattison
Elizabeth I of Russia	Rekhaji
Elizabeth I of Russia	Rekha Agarwal
Elizabeth I of Russia	Bollywood Queen
Elizabeth I of Russia	Bhanurekha Gemini Ganesan
Elizabeth I of Russia	Bhanurekha Ganesan
Elizabeth I of Russia	Bhanurekha
Elizabeth I of Russia	Baby Bhanurekha
Elizabeth I of Russia	Jimmy Turk
Elizabeth I of Russia	Lala Mustafa Pasha
Elizabeth I of Russia	Honore Beaugrand
Elizabeth I of Russia	Henry Beaugrand
Elizabeth I of Russia	Sangoule Lamizana
Elizabeth I of Russia	Aboubakar Sangoulé Lamizana
Elizabeth I of Russia	Aboubakar Sangoule Lamizana
Elizabeth I of Russia	Lev Aleksandrovich Ponomaryov
Elizabeth I of Russia	W. C. Bryant
Elizabeth I of Russia	José Joaquín de Viana y Sáenz de Villaverde
Elizabeth I of Russia	Jose Joaquin de Viana
Elizabeth I of Russia	Joseph Warren Keifer
Chris Cannon	Valentin Grigoryevich Rasputin
Hugh J. Anderson	Rekha
Isabella of Castile, Queen of Aragon	Andrew Harris
Isham G. Harris	Madame X
John Fulton, Baron Fulton	Re
John Fulton, Baron Fulton	Millicent Vernon Hammond Fenwick
Aristidis Moraitinis	Luis Anastasio Somoza Debayle
Elisabeth Zaisser	Benedicto Mugumba Kiwanuka
Elisabeth Zaisser	Benedicto Kagimu Mugumba Kiwanuka
Isabella of Castile, Queen of Aragon	Jeremiah Brown Howell
John W. Dana	Liam Mac Aoidh
Muhammad Mohaqiq	Judah Philip Benjamin
Muhammad Mohaqiq	John Worth Kern
George IV of the United Kingdom	Chas. Wilson Peale
Frederick Henry of Orange-Nassau	Chas. W. Peale
Haji Abdul Qadeer	Chas Wilson Peale
Francis I of France	Charles Wilson Peale
Martin O'Malley	Charles W. Peale
Martin O'Malley	C.W. Peale
George IV of the United Kingdom	C. W. Peale
George IV of the United Kingdom	John Kern
Joe Knollenberg	Erik Philip Paulsen
Elizabeth of Luxembourg	Peale
Empress Deng Sui	Andrew J. Faulk
Empress Deng Sui	Te Atairangikaahu Korokī Te Rata Mahuta Tāwhiao Pōtatau Te Wherowhero
Empress Deng Sui	Te Arikinui, Dame Te Atairangikaahu
Caroline of Brunswick	Te Arikinui Te Atairangikaahu
George IV of the United Kingdom	Pikimene Korokī Mahuta
George IV of the United Kingdom	Dame Te Atairangikaahu
George IV of the United Kingdom	Brendan Coleman Smith
George IV of the United Kingdom	Turk
George IV of the United Kingdom	Robert Houghwout Jackson
George IV of the United Kingdom	John Charles Carney, Jr.
George IV of the United Kingdom	John C. Carney Jr.
Werner von Rheinbaben	John C. Carney
Frederick Henry of Orange-Nassau	Governor John Charles Carney, Jr.
Frederick Henry of Orange-Nassau	Governor John C. Carney Jr.
Frederick Henry of Orange-Nassau	Yu Hyung-Won
Frederick Henry of Orange-Nassau	Yu Hyeongwon
Frederick Henry of Orange-Nassau	Yoo Hyung-Won
Frederick Henry of Orange-Nassau	Constantin-François Volney
Hugh J. Anderson	Constantin Francois Chasseboeuf de, comte de Volney
David Wilson	comte de Volney
David Wilson	Baruto Kaito
David Wilson	Tomohito-shinnō
David Wilson	Tomohito Shinnō
David Wilson	Tomohito of Mikasa
David Wilson	Prince Jameson Mbilini Dlamini
Elizabeth I of Russia	Michael Crawford Kerr
Karl Lehr	Juhani Tervapää
Mikhail Frunze	Ella Marie Murrik
Mikhail Frunze	Emile Digneffe
Abdullah Öcalan	"""John Francis """"Jack"""" Reed"""
Martha Washington	Brendan William Howlin
Martha Washington	John Reed
Martha Washington	John F. Reed
Abdullah Öcalan	Jean de Lauzon
Abdullah Öcalan	Chavarat Charnvirakul
Abdullah Öcalan	Andrew Jackson Thayer
Charles Gavan Duffy	Vasili Radoslav
Charles Gavan Duffy	Vasil Hristov Radoslavov
Charles Gavan Duffy	Marianne Bruus Jelved
Charles Gavan Duffy	Andrew J. Donelson
Charles Gavan Duffy	John Paul Kline, Jr.
Jens Evensen	Raymond Jon Tester
Mari Kiviniemi	Andrew Jackson Hinshaw
Shirin Ebadi	Stephen Earle Buyer
Georgios Kondylis	Sarah Francesca Hayfron
James Comey	Sally Francesca Hayfron
James Comey	László von Bárdossy
James Comey	Laszlo Bardossy
James Comey	M E. Charton
James Comey	Edouard-Thomas Charton
James Comey	Édouard Thomas Charton
James Comey	Edouard Charton
James Comey	E. Charton
James Comey	Auguste Littrow-Bischoff
James Comey	Andrew Montague
George I of Great Britain	Andrew J. Montague
Jun'ichirō Koizumi	Andrew Jackson Rogers
Jun'ichirō Koizumi	Andrew Jackson May
George I of Great Britain	Sir Anand Satyanand
Empress Meishō	Angelino Garzon
Empress Meishō	Joseph M. Patterson
Empress Meishō	J. Medill Patterson
Empress Meishō	Robert Paul Raymond Gillon
Empress Meishō	Arthur Lawson Johnston
Empress Meishō	3rd Baron Luke
Empress Meishō	Jeannette Mary Schmidt
Empress Meishō	Jeannette Marie Hoffman
Empress Meishō	Jean Marie Schmidt
Empress Meishō	Itamar Augusto Cautiero Franco
Empress Meishō	James Louis Oberstar
Empress Meishō	Eugene Donald Millikin
Empress Meishō	Alan Joseph Shatter
George I of Great Britain	William Thomas Cosgrave
George I of Great Britain	William T. Cosgrave
George I of Great Britain	Uisong
George I of Great Britain	Gwon Sangha
George I of Great Britain	Kim Doo-han
George I of Great Britain	Gim Du-han
George I of Great Britain	Joseph Patterson
George I of Great Britain	Shirley Clarke Franklin
George I of Great Britain	Yon Hyon-muk
George I of Great Britain	Sotsha Ernest Dlamini
George I of Great Britain	Prince Sotsha Ernest Dlamini
John Garang	Yu Sun-jeong
Levi Eshkol	Jee Man-won
Levi Eshkol	James Alexander Watson
Tadeusz Kościuszko	Henry J. Latham
Tadeusz Kościuszko	Erifasi Otema Allimadi
Tadeusz Kościuszko	Andrew Jackson Transue
Tadeusz Kościuszko	Igor Vitalyevich Chudinov
Tadeusz Kościuszko	Nicholas Longworth III
Hubertus, Prince of Löwenstein-Wertheim-Freudenberg	Yizhar Smilansky
Masayoshi Takemura	John Eric Ensign
John Russell, 4th Earl Russell	Elisabeth Hubert
Juan Álvarez Mendizábal	Robert Foligny Broussard
Juan Álvarez Mendizábal	Tecuichpoch Ixcaxochitzin
Bruno Claußen	Katherine Susannah Prichard
Franco Cavalli	Raimondo, Principe de Montecuccoli, Duca di Melfi
Uwe Beckmeyer	Istvan Bethlen
Augusto B. Leguía	Conde Istvan Bethlen
Augusto B. Leguía	James Beauchamp Clark
Augusto B. Leguía	J. Holmes Overton
Mari Kiviniemi	Lisa Murray Madigan
Dom Mintoff	Tun Hussein Onn
Dom Mintoff	Hussein bin Onn
Menachem Begin	Kristi Lynn Noem
Menachem Begin	Kristi Lynn Arnold
Franz Six	Kristi L. Noem
Jun'ichirō Koizumi	Robert Broussard
Nikolay Danilevsky	Jose Angel Iribar
Ferenc Gyurcsány	Jane Ellen Newman
Zenzl Mühsam	Jane E. Newman
Zenzl Mühsam	Thomas Richard Harkin
Zenzl Mühsam	Johann George III
Mary II of England	Johann Georg III.
William IV	Fr. Radziwill
William IV	Mariano Ignacio Prado Ochoa
Mary II of England	Jose Gregorio Argomedo
Mary II of England	Andrew Horace Burke
Zayed bin Sultan Al Nahyan	Andrew Burke
Zayed bin Sultan Al Nahyan	John H. Overton
Zayed bin Sultan Al Nahyan	Marzenna Stefania Drab
Zayed bin Sultan Al Nahyan	William Pascrell, Jr.
Zayed bin Sultan Al Nahyan	William Pascrell
Yun Chi-ho	William James Pascrell Jr.
Yun Chi-ho	William James Pascrell
Yun Chi-ho	William J. Pascrell, Jr.
Yun Chi-ho	William J. Pascrell
Gore Vidal	Satuye
Gore Vidal	Joseph Chatoyer,
Gore Vidal	Hazel Rollins O'Leary
Gustavo Jiménez	John Overton
Gore Vidal	Rita Margaret Johnston
Gore Vidal	Jean Marie Roland de la Platière
Gore Vidal	James Edward Oglethorpe
Gore Vidal	Pablo Arias Echeverria
Valérie Garbani	Andrew Josef Feinstein
Manuel María Ponce Brousset	Oscar Wilder Underwood
Mary II of England	Isabel Moctezuma Tecuichpo Ixcaxochitzin
Mary II of England	Ronald Wyden
Mary II of England	Ronald Lee Wyden
Mary II of England	Sir Oliver Napier
Mary II of England	Nassir Abdulaziz al-Nasser
Mary II of England	Andrew Houston Longino
Mary II of England	Andrew Fuller Fox
Paul Xuereb	Kurmanbek Saliyevich Bakiyev
Ricardo Leoncio Elías Arias	Katharine S. Pritchard
Zulfiqar Ali Bhutto	Katharine Pritchard
Zulfiqar Ali Bhutto	K. S. Prichard
Muhammad Fahim	Michael Bruce Quigley
Muhammad Fahim	Noëlle Lenoir-Fréaud
Muhammad Fahim	Jeok Heo
Gerold Bührer	Andrew Harrison Ward
Harun al-Rashid	A. H. Ward
Ignacy Jan Paderewski	Samuel Graves
William IV	Alexis Orloff
William IV	Kay Avonne Orr
William IV	Jose Maria Caldeira do Casal Ribeiro
William IV	Margery Ashby
William IV	Dame Margery Irene Corbett Ashby,
Semyon Timoshenko	Dame Margery Irene Corbett Ashby
Semyon Timoshenko	Dame Margery Ashby
Isabel Martínez de Perón	John Bradley Ellsworth
Charles Sumner Hamlin	Tom Playford
Jean-Pierre Grin-Hofmann	Thomas Playford IV
Leo Schürmann	Sir Thomas Playford
Harun al-Rashid	Mayann Elizabeth Francis
Harun al-Rashid	Sylvia Flueckiger-Baeni
Harun al-Rashid	Cinthia Regia Gomes do Livramento
Harun al-Rashid	Michele Angelo Cianciulli
Ignacy Jan Paderewski	Peter Robert Garrett
Yun Posun	Bayan of the Mergid
Yun Posun	Amanda Eloise Vanstone
Yun Posun	Richard Dana
Mary II of England	Maurice Auguste Count Lippens
Georges-Eugène Haussmann	Thanga Tharagai
Georges-Eugène Haussmann	Selvi. J. Jayalalithaa
Georges-Eugène Haussmann	Puratchi Thalaivi
Georges-Eugène Haussmann	Jayalalithaa Jayaram
Robert McNamara	Jayalalithaa
Robert McNamara	Idaya Deivam
Raymond Poincaré	Dr. J. Jayalalithaa
Kakha Kaladze	Ri Yong Ho
Kakha Kaladze	Sŏngdŏk, King of Korea
Robert McNamara	Tomas Mac Giolla
Ugo Mifsud Bonnici	Ingrīda Ūdre
Georges-Eugène Haussmann	Bayan
Georges-Eugène Haussmann	Boyan
Georges-Eugène Haussmann	Séamus Maitiú Diolún
Georges-Eugène Haussmann	Seamus Maitiu Diolun
Georges-Eugène Haussmann	James Matthew Dillon
Georges-Eugène Haussmann	James Mathew Dillon
Charles V of France	Andrew Nicholas Duff
Charles V of France	Andrew White
Charles V of France	Andrew D. White
Charles V of France	Andrew Davidson, The Viscount Davidson
Charles V of France	A.D. White
Charles V of France	A. D. White
Charles V of France	Chung Chul
